ID	Traditional	Pinyin	POS	Meaning
B3L04-II-17	頓	dùn	M	measure word for the duration of a meal
B3L04-II-18	速度	sùdù	N	speed
B3L04-II-19	窄	zhǎi	Vs	narrow
B3L04-II-20	街道	jiēdào	N	street
B3L04-II-21	蓋	gài	V	to build, to erect
B3L04-II-22	待	dāi	Vi	to stay, to remain
B3L04-II-23	欣賞	xīnshǎng	V	to appreciate, to enjoy
B3L04-II-24	美麗	měilì	Vs	beautiful
B3L04-II-25	鈴木	Língmù		Japanese last name: Lingmu (Japanese: Suzuki)
B3L04-II-26	赤崁樓	Chìkǎn Lóu		Chihkan Tower, a.k.a. Fort Provintia (stronghold built by the Dutch, in Tainan, in the 17th century)
B3L04-II-27	留下來	liú xià lái		to leave behind
B3L04-II-28	木造	mù zào		wooden; made from wood
B3L04-II-29	非去不可	fēiqù bùkě		Visiting (it) is a must!!
B3L05-I-01	流行	liúxíng	Vst	popular
B3L05-I-02	唉	āi	Ptc	Oh no! Oh boy!
B3L05-I-03	演唱會	yǎnchànghuì	N	concert
B3L05-I-04	塞車	sāichē	Vs	net congestion, jam
B3L05-I-05	上線（綫）	shàngxiàn	V-sep	to log in, go online
B3L05-I-06	成功	chénggōng	Vp	to succeed
B3L05-I-07	倒楣（黴）	dǎoméi	Vs	out of luck, down on one's luck
B3L05-I-08	樂團	yuètuán	N	music (band)
B3L05-I-09	唱	chàng	V	to sing
B3L05-I-10	興奮	xīngfèn	Vs	excited
B3L05-I-11	迷	mí	Vst	to be enamored with, be into, be enchanted by, be obsessed with
B3L05-I-12	歌詞	gēcí	N	lyrics
B3L05-I-13	難過	nánguò	Vs	sad
B3L05-I-14	不如	bùrú	Vst	inferior
B3L05-I-15	現場	xiànchǎng	N	live (lit. on-site)
B3L05-I-16	跳	tiào	Vi	to jump
B3L05-I-17	整	zhěng	Det	entire, whole
B3L05-I-18	震動	zhèndòng	Vi	to vibrate, to shake
B3L05-I-19	漫畫	mànhuà	N	comics
B3L05-I-20	內容	nèiróng	N	content
B3L05-I-21	色情	sèqíng	Vs	pornographic, obscene
B3L05-I-22	放鬆	fàngsōng	Vst	to relax
B3L05-I-23	心情	xīnqíng	N	mood
B3L05-I-24	五月天	Wǔyuètiān		Mayday (name of a Taiwanese rock band)
B3L05-I-25	算了	suàn le		forget it, let it be!
B3L05-I-26	受歡迎	shòu huānyíng		well-received, well-liked, popular
B3L05-I-27	擠滿	jǐmǎn		crowded with, packed with
B3L05-I-28	租書店	zūshū diàn		book rental store
B3L05-I-29	平板電腦	píngbǎn diànnǎo		tablet computer
B3L05-I-30	智慧型手機	zhìhuìxíng shǒujī		smartphone
B3L05-I-31	殺時間	shā shíjiān		to kill time
B3L05-I-32	漫畫展	mànhuà zhǎn		comic (book) exhibition
B3L05-I-33	來不及	lái bù jí		not be in time for, not make it on time
B3L05-II-01	撞衫	zhuàngshān	Vs	"""wardrobe clash,"" more than one person unintentionally wearing duplicate garments"
B3L05-II-02	它	tā	N	it
B3L05-II-03	塞	sāi	V	to stuff, cram, squeeze (into)
B3L05-II-04	當季	dāngjì	N	in season
B3L05-II-05	款式	kuǎnshì	N	style (of clothes)
B3L05-II-06	連續劇	liánxùjù	N	TV series
B3L05-II-07	主角	zhǔjiǎo(jué)	N	leading role, leading actor
B3L05-II-08	甜美	tiánměi	Vs	sweet and cute, lovely
B3L05-II-09	寄	jì	V	to mail
B3L05-II-10	居然	jūrán	Adv	unexpectedly, counter to assumption
B3L05-II-11	害	hài	V	adversely impacting somebody so that they...
B3L05-II-12	既然	jìrán	Conj	since, given that...
B3L05-II-13	服裝	fúzhuāng	N	clothing, garments
B3L05-II-14	媒體	méitǐ	N	the media
B3L05-II-15	方式	fāngshì	N	method, ways
B3L05-II-16	吸引	xīyǐn	Vst	to attract, to draw
B3L05-II-17	避免	bìmiǎn	V	to avoid
B3L05-II-18	包包	bāobāo	N	bag, purse
B3L05-II-19	商人	shāngrén	N	businessperson
B3L05-II-20	產品	chǎnpǐn	N	product
B3L05-II-21	電子	diànzǐ	N	electronics
B3L05-II-22	市場	shìchǎng	N	market
B3L05-II-23	新型	xīnxíng	Vs-attr	new style
B3L05-II-24	落伍	luòwǔ	Vs	behind the times, passe, old-fashioned
B3L05-II-25	知音	zhīyīn	N	bosom buddy, confidant
B3L05-II-26	想像	xiǎngxiàng	V	to imagine
B3L05-II-27	喇叭褲	lǎbākù	N	bell-bottom pants
B3L05-II-28	印象	yìnxiàng	N	impression
B3L05-II-29	遊戲	yóuxì	N	game
B3L05-II-30	化妝	huàzhuāng	V-sep	to apply cosmetics, to make up
B3L05-II-31	一模一樣	yìmó yíyàng		identical
B3L05-II-32	淺藍色	qiǎn lánsè		light blue
B3L05-II-33	脫掉	tuōdiào		to take off (clothing)
B3L05-II-34	小題大做	xiǎotí dàzuò		to make a mountain out of a molehill, to make a big deal of nothing
B3L05-II-35	推出	tuīchū		to introduce, to roll out (products)
B3L06-I-01	李文彥	Lǐ Wényàn		an American-born Chinese
B3L06-I-02	表哥	biǎogē	N	cousin (older male cousin, from a female lineage)
B3L06-I-03	隨便	suíbiàn	Adv	as one pleases oneself, to act freely
B3L06-I-04	種	zhòng	V	to grow (plants)
B3L06-I-05	蔬菜	shūcài	N	vegetable
B3L06-I-06	農夫	nóngfū	N	farmer
B3L06-I-07	減少	jiǎnshǎo	V	to reduce, to decrease
B3L06-I-08	農藥	nóngyào	N	pesticide
B3L06-I-09	天然	tiānrán	Vs-attr	natural
B3L06-I-10	堆肥	duīféi	N	compost
B3L06-I-11	辛苦	xīnkǔ	Vs	tough, hard, bitter (life, work, etc...)
B3L06-I-12	地位	dìwèi	N	position, status
B3L06-I-13	收入	shōurù	N	income
B3L06-I-14	利潤	lìrùn	N	profit
B3L06-I-15	屋子	wūzi	N	house
B3L06-I-16	番茄	fānqié	N	tomato
B3L06-I-17	品種	pǐnzhǒng	N	variety, species
B3L06-I-18	氣候	qìhòu	N	climate
B3L06-I-19	長	zhǎng	Vi	to grow
B3L06-I-20	熟	shóu	Vp	to be ripe, to ripen
B3L06-I-21	片	piàn	M	measure word for a stratch, swath (of land)
B3L06-I-22	田	tián	N	field, plot of land, paddy
B3L06-I-23	照顧	zhàogù	V	to take care of
B3L06-I-24	敢	gǎn	Vaux	to dare
B3L06-I-25	條件	tiáojiàn	N	terms, conditions, (here) good qualities (in a prospective spouse)
B3L06-I-26	黑	hēi	Vp	dark, black
B3L06-I-27	摘下來	zhāi xiàlái		to pluck, to pick (e.g., fruit from a tree)
B3L06-I-28	做不動	zuò bú dòng		to be unable to physically function due to old age
B3L06-I-29	基因改造	jīyīn gǎizào		genetically modified
B3L06-I-30	忙得過來	máng de guòlái		to be able to manage everything
B3L06-I-31	開玩笑	kāi wánxiào		to joke, to kid
B3L06-I-32	看天吃飯	kàntiān chīfàn		livelihood depends on the whims of nature
B3L06-II-01	小農	xiǎonóng	N	small farmer
B3L06-II-02	市集	shìjí	N	bazaar, market
B3L06-II-03	食材	shícái	N	food materialis, ingredients
B3L06-II-04	產地	chǎndì	N	place of origin
B3L06-II-05	盡量	jìnliàng	Adv	to do one's best to
B3L06-II-06	友善	yǒushàn	Vs	friendly
B3L06-II-07	對待	duìdài	V	to treat
B3L06-II-08	土地	tǔdì	N	land
B3L06-II-09	信任	xìnrèn	Vst	to trust
B3L06-II-10	寧可	níngkě	Vst	would rather
B3L06-II-11	跑	pǎo	Vi	to run
B3L06-II-12	支持	zhīchí	V	to support
B3L06-II-13	文章	wénzhāng	N	article
B3L06-II-14	推銷	tuīxiāo	V	to promote, to market
B3L06-II-15	其中	qízhōng	N	of these, of which, amongst with
B3L06-II-16	師傅	shīfù	N	master (of a trade)
B3L06-II-17	農村	nóngcūn	N	farming village
B3L06-II-18	長大	zhǎngdà	Vi	to grow up
B3L06-II-19	幫助	bāngzhù	V	to help
B3L06-II-20	拜訪	bàifáng	V	to pay someone a visit
B3L06-II-21	出產	chūchǎn	V	to produce
B3L06-II-22	由於	yóuyú	Conj	due to, because of
B3L06-II-23	許多	xǔduō	Det	many
B3L06-II-24	接近	jiējìn	Vst	to come close to, to approach
B3L06-II-25	自然	zìrán	N	nature
B3L06-II-26	變成	biànchéng	Vpt	to become
B3L06-II-27	休閑	xiūxián	Vs	leisure
B3L06-II-28	隨著	suízhe	Prep	along with, with the happening of
B3L06-II-29	觀光	guānguāng	Vi	to tour, to sightsee
B3L06-II-30	消費	xiāofèi	Vi	to be a consumer, to purchase things
B3L06-II-31	安靜	ānjìng	Vs	quiet
B3L06-II-32	消失	xiāoshī	Vp	to disappear
B3L06-II-33	出問題	chū wèntí		to go wrong, to have problems
B3L06-II-34	一方面	yì fāngmiàn		on the one hand
B3L07-I-01	親	qīn	Vs	close (as of familial relationship)
B3L07-I-02	爺爺	yéye	N	grandpa (father's side)
B3L07-I-03	鄰居	línjū	N	neighbor
B3L07-I-04	狗	gǒu	N	dog
B3L07-I-05	叫	jiào	Vi	to bark
B3L07-I-06	嗯	en	Ptc	an interjection indication the speaker's agreement
B3L07-I-07	奶奶	nǎinai	N	grandma (father's side)
B3L07-I-08	過世	guòshì	Vp	to die, pass away (honorific)
B3L07-I-09	領養	lǐngyǎng	V	to adopt
B3L07-I-10	隻	zhī	M	measure word for animals
B3L07-I-11	可愛	kě'ài	Vs	cute
B3L07-I-12	孤帆	gūdān	Vs	lonely
B3L07-I-13	牠	tā	N	it (animals)
B3L07-I-14	髒	zāng	Vs	dirty
B3L07-I-15	洗澡	xǐzǎo	V-sep	to take a bath
B3L07-I-16	養	yǎng	V	to raise, to keep
B3L07-I-17	亂	luàn	Adv	arbitrarily, without rhyme or reason
B3L07-I-18	咬	yǎo	V	to bite
B3L07-I-19	打	dǎ	V	to hit, beat, sack, slap
B3L07-I-20	分手	fēnshǒu	Vp	to break up (said of romantic relationship)
B3L07-I-21	緊張	jǐnzhāng	Vs	tense
B3L07-I-22	減輕	jiǎnqīng	V	to reduce
B3L07-I-23	送	sòng	V	to take to
B3L07-I-24	美容院	měiróngyuàn	N	beauty salon
B3L07-I-25	推車	tuīchē	N	stroller
B3L07-I-26	主人	zhǔrén	N	master, owner
B3L07-I-27	相處	xiāngchǔ	Vi	to get along (with), to spend time together
B3L07-I-28	生	shēng	V	to give birth, to bear
B3L07-I-29	寵物	chǒngwù	N	pet
B3L07-I-30	單身	dānshēn	Vs	to be single
B3L07-I-31	醫院	yīyuàn	N	hospital
B3L07-I-32	意見	yìjiàn	N	suggestion, opinion
B3L07-I-33	建立	jiànlì	V	to establish
B3L07-I-34	散步	sànbù	V-sep	to take a walk
B3L07-I-35	家庭	jiātíng	N	family
B3L07-I-36	真正	zhēnzhèng	Vs-attr	real, true, genuine
B3L07-I-37	幸福	xìngfú	N	happiness, blessing
B3L07-I-38	跌倒	dié dǎo		to fall down
B3L07-I-39	當成	dāng chéng		to consider, view as, regard
B3L07-I-40	忍不住	rěn bú zhù		to be beyond the limits of endurance
B3L07-II-01	多元	duōyuán	Vs-attr	diverse, diversified
B3L07-II-02	阿姨	āyí	N	aunt (mother's sisters)
B3L07-II-03	先生	xiānshēng	N	husband
B3L07-II-04	下班	xiàbān	V-sep	to get off work
B3L07-II-05	改	gǎi	V	correct, check (homework)
B3L07-II-06	公公	gōnggōng		father-in-law (of a female)
B3L07-II-07	全	quán	Adv	completely, entirely
B3L07-II-08	靠	kào	V	to depend on, rely on
B3L07-II-09	單親	dānqīn	Vs-attr	single parent
B3L07-II-10	貴族	guìzú	N	nobility, aristocrat
B3L07-II-11	時代	shídài	N	period, time of
B3L07-II-12	強	qiáng	Vs	strong
B3L07-II-13	追	zhuī	V	to go after someone trying to establish a relationship of love, to chase
B3L07-II-14	自由	zìyóu	Vs	free
B3L07-II-15	獨立	dúlì	Vs	independent
B3L07-II-16	安排	ānpái	V	to handle, to arrange
B3L07-II-17	享受	xiǎngshòu	Vst	to enjoy
B3L07-II-18	身邊	shēnbiān	N	by one's side
B3L07-II-19	伴	bàn	N	companion
B3L07-II-20	同居	tóngjū	Vi	to lie together (as a couple), to cohabit
B3L07-II-21	成家	chéngjiā	Vp	to set up a family, to marry (from the male's perspective)
B3L07-II-22	負擔	fùdān	V	to bear (a burden, responsibility)
B3L07-II-23	養家	yǎngjiā	V-sep	to support one's family
B3L07-II-24	責任	zérèn	N	responsibility
B3L07-II-25	亂	luàn	Vs	to be in turmoil, be in chaos
B3L07-II-26	教養	jiàoyǎng	V	to raise, bring up, train, educate (one's children)
B3L07-II-27	接受	jiēshòu	V	to accept
B3L07-II-28	組成	zǔchéng	V	to form
B3L07-II-29	道德	dàodé	Vs	moral
B3L07-II-30	因此	yīncǐ	Conj	therefore, so
B3L07-II-31	完整	wánzhěng	Vs	complete, integral, whole
B3L07-II-32	美真	Měizhēn		female person's name
B3L07-II-33	家華	Jiāhuá		male person's name
B3L07-II-34	風雲人物	fēngyún rénwù		mover and shaker, popular and influential person
B3L07-II-35	下決心	xià juéxīn		to resolve oneself, make up one's mind (to do something)
B3L08-I-01	整夜	zhěngyè	N	all night
B3L08-I-02	開	kāi	V	to turn on, to power on
B3L08-I-03	燈	dēng	N	light, lamp
B3L08-I-04	電玩	diànwán	N	video game
B3L08-I-05	球賽	qiúsài	N	ball game
B3L08-I-06	激動	jīdòng	Vs	to be excited
B3L08-I-07	喊	hǎn	Vi	to yell, shout
B3L08-I-08	公職	gōngzhí	N	government posts
B3L08-I-09	其實	qíshí	Adv	in fact, actually
B3L08-I-10	公務員	gōngwùyuán	N	civil servant
B3L08-I-11	煩	fán	Vs	"a ""drag,"" a pain in the neck"
B3L08-I-12	聽話	tīnghuà	Vs-sep	to listen, to obey
B3L08-I-13	失業率	shīyèlǜ	N	unemployment rate
B3L08-I-14	門	mén	M	measure word for academic courses
B3L08-I-15	讀書	dúshū	V-sep	to study
B3L08-I-16	學分	xuéfēn	N	academic (credits)
B3L08-I-17	修	xiū	V	to take (courses)
B3L08-I-18	專心	zhuānxīn	Vs	to focus on, concentrate
B3L08-I-19	修課	xiūkè	V-sep	to take a class
B3L08-I-20	輔系	fǔxì	N	minor (in college)
B3L08-I-21	瘋	fēng	Vp	to go crazy, to be insane
B3L08-I-22	誇張	kuāzhāng	Vs	to be exaggerated
B3L08-I-23	舉行	jǔxíng	V	to hold (a conference, exhibition)
B3L08-I-24	遺憾	yíhàn	Vs	regretful
B3L08-I-25	兒子	érzi	N	son
B3L08-I-26	期望	qíwàng	N	expectations
B3L08-I-27	狀元	zhuàngyuán	N	top-ranking in a public exam (originally the personal with the highest marks on the imperial test)
B3L08-I-28	努力	nǔlì	Vs	diligent
B3L08-I-29	怎麼回事	zěnme huíshì		What's wrong?
B3L08-I-30	大喊大叫	dàhǎn dàjiào		to yell, yelling, shouting
B3L08-I-31	期中考	qízhōng kǎo		mid-term exam
B3L08-I-32	密集班	mìjí bān		intensive course
B3L08-I-33	畢業展	bìyè zhǎn		graduation exhibition
B3L08-I-34	服裝設計	fúzhuāng shèjì		fashion design
B3L08-I-35	醫學系	yīxué xì		department of medicine
B3L08-I-36	行行出狀元	hángháng chū zhuàngyuán		there is a leader in every industry (idiom, you can produce outstanding achievements in any task, provided you put enough love and diligence into it)
B3L08-II-01	冠軍	guànjūn	N	champion, championship
B3L08-II-02	大賽	dàsài	N	a major (usually international) competition
B3L08-II-03	通過	tōngguò	Vpt	to pass
B3L08-II-04	高級	gāojí	Vs-attr	high level, advanced
B3L08-II-05	碩士	shuòshì	N	master's degree
B3L08-II-06	面試	miànshì	N	interview
B3L08-II-07	卻	què	Adv	but, yet
B3L08-II-08	國中	guózhōng	N	junior middle school
B3L08-II-09	學歷	xuélì	N	educational background
B3L08-II-10	拒絕	jùjué	V	to reject
B3L08-II-11	引起	yǐnqǐ	Vpt	to stir up, generate, cause
B3L08-II-12	彈性	tánxìng	N	flexibility
B3L08-II-13	改變	gǎibiàn	V	to undergo change
B3L08-II-14	制度	zhìdù	N	system
B3L08-II-15	基礎	jīchǔ	N	foundation, fundamentals
B3L08-II-16	認真	rènzhēn	Vs	earnest, serious
B3L08-II-17	公平	gōngpíng	Vs	fair
B3L08-II-18	出生	chūshēng	Vp	to be born
B3L08-II-19	窮	qióng	Vs	poor
B3L08-II-20	父親	fùqīn	N	father
B3L08-II-21	母親	mùqīn	N	father
B3L08-II-22	學徒	xuétú	N	apprentice
B3L08-II-23	吃苦	chīkǔ	Vs-sep	experience tough times
B3L08-II-24	明白	míngbái	Vst	understand
B3L08-II-25	當兵	dāngbīng	V-sep	to be a soldier, to do military service
B3L08-II-26	認字	rènzì	Vi	to learn characters
B3L08-II-27	烘焙	hōngbèi	V	to bake
B3L08-II-28	學習	xuéxí	V	to study
B3L08-II-29	技術	jìshù	N	skills
B3L08-II-30	藝術	yìshù	N	art
B3L08-II-31	經過	jīngguò	Prep	after
B3L08-II-32	終於	zhōngyú	Adv	finally
B3L08-II-33	億	yì	N	100 million
B3L08-II-34	夢想	mèngxiǎng	N	dream, ideals (not during sleep)
B3L08-II-35	成為	chéngwéi	Vpt	to become
B3L08-II-36	企業家	qìyèjiā	N	entrepreneur
B3L08-II-37	分店	fēndiàn	N	branch store, branch office
B3L08-II-38	原因	yuányīn	N	reason
B3L08-II-39	錄取	lùqǔ	V	to accept (application), to admit
B3L08-II-40	成功	chénggōng	Vs	successful
B3L08-II-41	鼓勵	gǔlì	V	to encourage
B3L08-II-42	吳寳春	Wú Bǎochūn		a famous baker from Taiwan
B3L08-II-43	新加坡	Xīnjiāpō		Singapore
B3L08-II-44	日文	Rìwén		Japanese language or writing
B3L08-II-45	世界麵包大賽	shìjiè miànbāo dàsài		The Bakery World Cup
B3L08-II-46	高級管理人員工商管理碩士	gāojí guǎnlǐ rényuán gōngshāng guǎnlǐ shuòshì)		EMBA (Executive Master of Business Administration)
B3L08-II-47	小時候	xiǎo shíhòu		in one's childhood
B3L08-II-48	大開眼界	dàkāi yǎnjiè		to have one's eyes opened
B3L08-II-49	Ｘ分之Y	X fēn zhī Y		pattern for indicating percentages or fractions
B3L09-I-01	訂單	dìngdān	N	an order (trading)
B3L09-I-02	客戶	kèhù	N	customer, client
B3L09-I-03	方便	fāngbiàn	V	to offer convenience
B3L09-I-04	訂購	dìnggòu	V	to order, place an order
B3L09-I-05	成立	chénglì	V	to establish, set up
B3L09-I-06	假日	jiàrì	N	holiday
B3L09-I-07	販賣	fànmài	V	to sell
B3L09-I-08	阿嬤	āmà	N	grandma, older woman (Taiwanese)
B3L09-I-09	中間商	zhōngjiānshāng		middleman, reseller
B3L09-I-10	經營	jīngyíng	V	to operate, run (a business)
B3L09-I-11	宅配	zháipèi	Vi	express delivery
B3L09-I-12	下	xià	V	to place (an order)
B3L09-I-13	既	jì	Adv	not merely
B3L09-I-14	隨時	suíshí	Adv	anytime
B3L09-I-15	搜尋	sōuxún	V	to search
B3L09-I-16	冰箱	bīngxiāng	N	refrigerator (lit. ice box)
B3L09-I-17	吃虧	chīkuī	Vs-sep	to suffer a loss
B3L09-I-18	比價	bǐjià	V-sep	to compare prices, price comparison
B3L09-I-19	風險	fēngxiǎn	N	risk
B3L09-I-20	賣家	màijiā	N	seller
B3L09-I-21	必須	bìxū	Vaux	must, to have to
B3L09-I-22	信用	xìnyòng	N	credibility
B3L09-I-23	萬一	wànyī	Conj	in case
B3L09-I-24	滿意	mǎnyì	Vst	satisfied
B3L09-I-25	以內	yǐnèi	N	within
B3L09-I-26	普遍	pǔbiàn	Vs	widespread, common
B3L09-I-27	選擇	xuǎnzé	V	to choose
B3L09-I-28	網購	wàng gòu		online shopping
B3L09-I-29	貨比三家不吃虧	huò bǐ sān jiā bù chīkuī		shop around and you won't get ripped off (lit. compare products at three stores and you won't be cheated)
B3L09-I-30	兩成	liǎngchéng		20% (lit. 2/10)
B3L09-II-01	鳳梨	fènglí	N	pineapple
B3L09-II-02	農產品	nóngchǎnpǐn	N	agricultural product
B3L09-II-03	出口	chūkǒu	V	to export
B3L09-II-04	曾經	cēngjīng	Adv	bee the case before, once
B3L09-II-05	占	zhàn	Vst	to constitute, to account for
B3L09-II-06	成本	chéngběn	N	cost (manufacturing, production, etc)
B3L09-II-07	價格	jiàgé	N	price
B3L09-II-08	競爭	jìngzhēng	Vi	to compete against
B3L09-II-09	好運	hǎoyùn	N	good luck
B3L09-II-10	內餡	nèixiàn	N	filing (of pastries, etc...)
B3L09-II-11	當作	dāngzuò	V	to treat as, to serve as
B3L09-II-12	喜餅	xǐbǐng	N	wedding-accountment pastries
B3L09-II-13	喜愛	xǐ'ài	Vst	fond of
B3L09-II-14	茶點	chádiǎn	N	snacks, dessert (served with tea)
B3L09-II-15	商機	shāngjī	N	business opportunity
B3L09-II-16	代表	dàibiǎo	V	to represent
B3L09-II-17	政府	zhèngfǔ	N	government
B3L09-II-18	舉辦	jǔbàn	V	to organize, hold
B3L09-II-19	產值	chǎnzhí	N	production value, output
B3L09-II-20	提高	tígāo	V	to increase, to elevate
B3L09-II-21	知名	zhīmíng	Vs	well known, renowned
B3L09-II-22	出現	chūxiàn	Vp	to appear
B3L09-II-23	科技	kējì	N	technology
B3L09-II-24	（台）斤	(Tái) jīn	M	catty. a unit of measurement in Taiwan, equivalent to 600 grams
B3L09-II-25	叔叔	shúshu	N	uncle (father's younger brother)
B3L09-II-26	口味	kǒuwèi	N	flavor
B3L09-II-27	結果	jiéguǒ	Adv	as a result
B3L09-II-28	購買	gòumǎi	V	to purchase
B3L09-II-29	改善	gǎishàn	V	to improve
B3L09-II-30	並且	bìngqiě	Conj	moreover
B3L09-II-31	行銷	xíngxiāo	V	to market
B3L09-II-32	團購	tuángòu	V	to group buy (for cheaper prices)
B3L09-II-33	店面	diànmiàn	N	storefront
B3L09-II-34	全	quán	Det	entire
B3L09-II-35	閩南語	Mǐnnányǔ		Southern Min dialect, i.e., Taiwanese
B3L09-II-36	旺來	wànglái		"Southern Min sound for pineapple (lit. ""abundance comes"")"
B3L09-II-37	東京	Dōngjīng		Tokyo
B3L09-II-38	鳳梨酥	fènglí sū		pineapple shortcake
B3L09-II-39	第二位	dì èr wèi		second (place)
B3L09-II-40	鳳梨農	fènglí nóng		pineapple farmer
B4L10-II-01	出國	chūguó	V-sep	to go abroad
B4L10-II-02	資金	zījīn	N	capital, funds
B4L10-II-03	廠商	chǎngshāng	N	manufacturer
B4L10-II-04	例外	lìwài	N	exception
B4L10-II-05	關	guān	N	hurdle
B4L10-II-06	接觸	jiēchù	V	to come in contact with, to contact
B4L10-II-07	青年	qīngnián	N	young people
B4L10-II-08	貸款	dàikuǎn	N	loan
B4L10-II-09	開店	kāidiàn	V-sep	to open a store
B4L10-II-10	料	liào	N	material, (here) a person not suited for...
B4L10-II-11	損失	sǔnshī	Vpt	to lose
B4L10-II-12	勇氣	yǒngqì	N	courage
B4L10-II-13	員工	yuángōng	N	employee
B4L10-II-14	求職	qiúzhí	Vi	to seek employment
B4L10-II-15	目標	mùbiāo	N	target, (here) the most ideal job
B4L10-II-16	初步	chūbù	Vs-attr	preliminary, initial
B4L10-II-17	技巧	jìqiǎo	N	tips (advice)
B4L10-II-18	概念	gàiniàn	N	concept, idea
B4L10-II-19	挑	tiāo	V	to select, pick
B4L10-II-20	基本	jīběn	Vs	basic
B4L10-II-21	襯衫	chènshān	N	button-up shirt
B4L10-II-22	過程	guòchéng	N	process
B4L10-II-23	同班	tóngbān		same class
B4L10-II-24	是...的料	shì de liào		to be gifted in...
B4L10-II-25	接下來	jiēxiàlái		and then, next
B4L10-II-26	提不起（勇氣）	tíbùqǐ (yǒngqì)		unable to raise... to a high level to pump up (enough courage)
B4L10-II-27	養家活口	yǎngjiā huókǒu		support one's family
B4L10-II-28	來自	láizì		"from 來 + literary preposition 自 ""from"" = 從...來"
B4L10-II-29	熟讀	shóudú		to keep reading something until one remembers everything
