ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B1L09-I-09	大概	dàgài	Adv	approximately, about, probably		[sound:B1.09-02.009.mp3]
B1L09-I-10	放假	fàngjià		to have a holiday		[sound:B1.09-02.010.mp3]
B1L09-I-11	下個星期	xiàge xīngqí		next week		[sound:B1.09-02.011.mp3]
B1L09-I-12	有時候	yǒushíhòu		sometimes		[sound:B1.09-02.012.mp3]
B1L09-I-13	多久	duō jiǔ		how long		[sound:B1.09-02.013.mp3]
B1L09-I-14	臺東	Táidōng		name of one of the major cities on the southeastern coast of Taiwan	Place	[sound:B1.09-02.014.mp3]
B1L09-II-01	女 + noun	nǚ		girl-, female-		[sound:B1.09-04.001.mp3]
B1L09-II-02	number + 月	yuè		month of a year		[sound:B1.09-04.002.mp3]
B1L09-II-03	number + 號	hào		date, day of a month		[sound:B1.09-04.003.mp3]
B1L09-II-04	帶	dài	V	to take		[sound:B1.09-04.004.mp3]
B1L09-II-05	她	tā	N	she, her		[sound:B1.09-04.005.mp3]
B1L09-II-06	還	hái	Adv	still, additionally		[sound:B1.09-04.006.mp3]
B1L09-II-07	建議	jiànyì	N	suggestion		[sound:B1.09-04.007.mp3]
B1L09-II-08	夜市	yèshì	N	night market		[sound:B1.09-04.008.mp3]
B1L09-II-09	應該	yīnggāi	Vaux	should		[sound:B1.09-04.009.mp3]
B1L09-II-10	逛	guàng	V	to wander around, to look around		[sound:B1.09-04.010.mp3]
B1L09-II-11	特別	tèbié	Vs	special		[sound:B1.09-04.011.mp3]
B1L09-II-12	茶館	cháguǎn	N	tea house		[sound:B1.09-04.012.mp3]
B1L09-II-13	決定	juédìng	Vp	to decide		[sound:B1.09-04.013.mp3]
B1L09-II-14	要是	yàoshì	Conj	if		[sound:B1.09-04.014.mp3]
B1L09-II-15	就	jiù	Adv	then		[sound:B1.09-04.015.mp3]
B1L09-II-16	貓空	Māokōng		name of a must-see place in Taipei to visit for fine tea and scenery	Place	[sound:B1.09-04.016.mp3]
B1L10-I-01	水果	shuǐguǒ	N	fruit		[sound:B1.10-02.001.mp3]
B1L10-I-02	黃色	huángsè	N	yellow		[sound:B1.10-02.002.mp3]
B1L10-I-03	芒果	mángguǒ	N	mango		[sound:B1.10-02.003.mp3]
B1L10-I-04	給	gěi	V	to give		[sound:B1.10-02.004.mp3]
B1L10-I-05	塊	kuài	M	measure word for pieces of food (e.g., meat, cake)		[sound:B1.10-02.005.mp3]
B1L10-I-06	香	xiāng	Vs	fragrant		[sound:B1.10-02.006.mp3]
B1L10-I-07	甜	tián	Vs	sweet (taste)		[sound:B1.10-02.007.mp3]
B1L10-I-08	紅色	hóngsè	N	red		[sound:B1.10-02.008.mp3]
B1L10-I-09	西瓜	xīguā	N	watermelon		[sound:B1.10-02.009.mp3]
B1L10-I-10	吧	ba	Ptc	sentence-final particle for guessing		[sound:B1.10-02.010.mp3]
B1L10-I-11	對	duì	Vs	correct, right		[sound:B1.10-02.011.mp3]
B1L10-I-12	以前	yǐqián	N	before		[sound:B1.10-02.012.mp3]
B1L10-I-13	機會	jīhuì	N	opportunity		[sound:B1.10-02.013.mp3]
B1L10-I-14	請	qǐng	V	to treat sb to sth		[sound:B1.10-02.014.mp3]
B1L10-I-15	吃吃看	chīchīkàn		to have a taste, try it, taste it		[sound:B1.10-02.015.mp3]
B1L10-II-01	拍	pāi	V	to take (pictures)		[sound:B1.10-04.001.mp3]
B1L10-II-02	笑	xiào	V	to laugh, to smile		[sound:B1.10-04.002.mp3]
B1L10-II-03	開心	kāixīn	Vs	happy		[sound:B1.10-04.003.mp3]
B1L10-II-04	穿	chuān	V	to wear, to put on		[sound:B1.10-04.004.mp3]
B1L10-II-05	衣服	yīfú	N	clothes		[sound:B1.10-04.005.mp3]
B1L10-II-06	旅館	lǚguǎn	N	hotel		[sound:B1.10-04.006.mp3]
B1L10-II-07	太太	tàitai	N	wife		[sound:B1.10-04.007.mp3]
B1L10-II-08	男 + noun	nán	N	boy-, male-		[sound:B1.10-04.008.mp3]
B1L10-II-09	矮	ǎi	Vs	short (height)		[sound:B1.10-04.009.mp3]
B1L10-II-10	高	gāo	Vs	tall		[sound:B1.10-04.010.mp3]
B1L10-II-11	弟弟	dìdi	N	younger brother		[sound:B1.10-04.011.mp3]
B1L10-II-12	乾淨	gānjìng	Vs	clean		[sound:B1.10-04.012.mp3]
B1L10-II-13	窗戶	chuānghù	N	window		[sound:B1.10-04.013.mp3]
B1L10-II-14	往	wǎng	Prep	toward, to		[sound:B1.10-04.014.mp3]
B1L10-II-15	藍色	lánsè	N	blue		[sound:B1.10-04.015.mp3]
B1L10-II-16	因為	yīnwèi	Conj	because		[sound:B1.10-04.016.mp3]
B1L10-II-17	住	zhù	V	to stay		[sound:B1.10-04.017.mp3]
B1L10-II-18	上個月	shàng ge yuè		last month		[sound:B1.10-04.018.mp3]
B1L10-II-19	這些	zhèxiē		these		[sound:B1.10-04.019.mp3]
B1L11-I-01	租	zū	V	to rent		[sound:B1.11-02.001.mp3]
B1L11-I-02	房東	fángdōng	N	landlord		[sound:B1.11-02.002.mp3]
B1L11-I-03	客廳	kètīng	N	living room		[sound:B1.11-02.003.mp3]
B1L11-I-04	廚房	chúfáng	N	kitchen		[sound:B1.11-02.004.mp3]
B1L11-I-05	左邊	zuǒbiān	N	left (side)		[sound:B1.11-02.005.mp3]
B1L11-I-06	右邊	yòubiān	N	right (side)		[sound:B1.11-02.006.mp3]
B1L11-I-07	浴室	yùshì	N	bathroom		[sound:B1.11-02.007.mp3]
B1L11-I-08	超市	chāoshì	N	supermarket		[sound:B1.11-02.008.mp3]
B1L11-I-09	走路	zǒulù	V-sep	to walk		[sound:B1.11-02.009.mp3]
B1L11-I-10	分鐘	fēnzhōng	M	measure word for minutes		[sound:B1.11-02.010.mp3]
B1L11-I-11	就	jiù	Adv	only, merely		[sound:B1.11-02.011.mp3]
B1L11-I-12	到	dào	Vp	arrive		[sound:B1.11-02.012.mp3]
B1L11-I-13	間	jiān	M	measure word for houses, rooms, etc		[sound:B1.11-02.013.mp3]
B1L11-I-14	空	kōng	Vs	vacant, empty		[sound:B1.11-02.014.mp3]
B1L11-I-15	房間	fángjiān	N	room		[sound:B1.11-02.015.mp3]
B1L11-I-16	套房	tàofáng	N	suite		[sound:B1.11-02.016.mp3]
B1L11-I-17	回去	huíqù	Vi	to go back, to return		[sound:B1.11-02.017.mp3]
B1L11-I-18	想	xiǎng	V	to think		[sound:B1.11-02.018.mp3]
B1L11-I-19	再	zài	Adv	and then		[sound:B1.11-02.019.mp3]
B1L11-I-20	電話	diànhuà	N	telephone		[sound:B1.11-02.020.mp3]
B1L11-I-21	給	gěi	Prep	to		[sound:B1.11-02.021.mp3]
B1L11-I-22	林	Lín		Chinese last name, common in Taiwan	People	[sound:B1.11-02.022.mp3]
B1L11-I-23	打電話	dǎ diànhuà		to make a phone call		[sound:B1.11-02.023.mp3]
B1L11-II-01	喂	wéi	Ptc	a particle used in addressing people, especially over the phone		[sound:B1.11-04.001.mp3]
B1L11-II-02	房租	fángzū	N	rent (for a room or a house)		[sound:B1.11-04.002.mp3]
B1L11-II-03	已經	yǐjīng	Adv	already		[sound:B1.11-04.003.mp3]
B1L11-II-04	習慣	xíguàn	Vs	to get settled down, to get used to		[sound:B1.11-04.004.mp3]
B1L11-II-05	問題	wèntí	N	problem, question		[sound:B1.11-04.005.mp3]
B1L11-II-06	熱水器	rèshuǐqì	N	water heater		[sound:B1.11-04.006.mp3]
B1L11-II-07	好像	hǎoxiàng	Adv	to seem to be, to appear to be (often used to take the edge off of a comment)		[sound:B1.11-04.007.mp3]
B1L11-II-08	會	huì	Vaux	will		[sound:B1.11-04.008.mp3]
B1L11-II-09	等	děng	V	to wait for		[sound:B1.11-04.009.mp3]
B1L11-II-10	那	nà	Ptc	then, in that case		[sound:B1.11-04.010.mp3]
B1L11-II-11	裝	zhuāng	V	to install		[sound:B1.11-04.011.mp3]
B1L11-II-12	不過	búguò	Conj	however, but		[sound:B1.11-04.012.mp3]
B1L11-II-13	付	fù	V	to pay		[sound:B1.11-04.013.mp3]
B1L11-II-14	收到	shōudào		to receive		[sound:B1.11-04.014.mp3]
B1L11-II-15	不好意思	bùhǎo yìsi		sorry		[sound:B1.11-04.015.mp3]
B1L11-II-16	沒關係	méi guānxi		Not a problem		[sound:B1.11-04.016.mp3]
B1L11-II-17	有線電視	yǒuxiàn diànshì		cable TV		[sound:B1.11-04.017.mp3]
B1L12-I-01	計畫	jìhuà	V	to plan to		[sound:B1.12-02.001.mp3]
B1L12-I-02	年	nián	M	measure word for year		[sound:B1.12-02.002.mp3]
B1L12-I-03	久	jiǔ	Vs	long (time)		[sound:B1.12-02.003.mp3]
B1L12-I-04	時間	shíjiān	N	time		[sound:B1.12-02.004.mp3]
B1L12-I-05	先	xiān	Adv	first		[sound:B1.12-02.005.mp3]
B1L12-I-06	念	niàn	V	to study		[sound:B1.12-02.006.mp3]
B1L12-I-07	大學	dàxué	N	university		[sound:B1.12-02.007.mp3]
B1L12-I-08	需要	xūyào	Vst	to need		[sound:B1.12-02.008.mp3]
B1L12-I-09	花	huā	V	to spend (time or money)		[sound:B1.12-02.009.mp3]
B1L12-I-10	獎學金	jiǎngxuéjīn	N	scholarship		[sound:B1.12-02.010.mp3]
B1L12-I-11	成績	chéngjī	N	grades		[sound:B1.12-02.011.mp3]
B1L12-I-12	學費	xuéfèi	N	tuition		[sound:B1.12-02.012.mp3]
B1L12-I-13	公司	gōngsī	N	company		[sound:B1.12-02.013.mp3]
B1L12-I-14	替	tì	Prep	for, on behalf of		[sound:B1.12-02.014.mp3]
B1L12-I-15	希望	xīwàng	Vst	to hope		[sound:B1.12-02.015.mp3]
B1L12-I-16	以後	yǐhòu	N	in the future		[sound:B1.12-02.016.mp3]
B1L12-I-17	到	dào	V	to go/ come to		[sound:B1.12-02.017.mp3]
B1L12-I-18	上班	shàngbān	V-sep	to go to work		[sound:B1.12-02.018.mp3]
B1L12-I-19	念書	niànshū	V-sep	to study		[sound:B1.12-02.019.mp3]
B1L12-I-20	累	lèi	Vs	tired		[sound:B1.12-02.020.mp3]
B1L12-I-21	語言中心	yǔyán zhōngxīn		language center		[sound:B1.12-02.021.mp3]
B1L12-I-22	加油	jiāyóu		keep up the good work		[sound:B1.12-02.022.mp3]
B1L12-II-01	工作	gōngzuò	Vi	to work		[sound:B1.12-04.001.mp3]
B1L12-II-02	去年	qùnián	N	last year		[sound:B1.12-04.002.mp3]
B1L12-II-03	做	zuò	V	to do, to engage in		[sound:B1.12-04.003.mp3]
B1L12-II-04	生意	shēngyì	N	business		[sound:B1.12-04.004.mp3]
B1L12-II-05	以後	yǐhòu	N	afterwards		[sound:B1.12-04.005.mp3]
B1L12-II-06	好	hǎo	Vs	easy to		[sound:B1.12-04.006.mp3]
B1L12-II-07	找	zhǎo	V	to look for		[sound:B1.12-04.007.mp3]
B1L12-II-08	工作	gōngzuò	N	job, work		[sound:B1.12-04.008.mp3]
B1L12-II-09	這樣	zhè yàng	N	this kind (of)		[sound:B1.12-04.009.mp3]
B1L12-II-10	國家	guójiā	N	country		[sound:B1.12-04.010.mp3]
B1L12-II-11	試	shì	Vi	to try		[sound:B1.12-04.011.mp3]
B1L12-II-12	難	nán	Vs	hard to, difficult to		[sound:B1.12-04.012.mp3]
B1L12-II-13	那麼	nàme	Ptc	then		[sound:B1.12-04.013.mp3]
B1L12-II-14	再	zài	Adv	again		[sound:B1.12-04.014.mp3]
B1L12-II-15	試試看	shìshìkàn		to give it a try, try and see what happens		[sound:B1.12-04.015.mp3]
B1L13-I-01	生日	shēngrì	N	birthday		[sound:B1.13-02.001.mp3]
B1L13-I-02	快樂	kuàilè	Vs	happy		[sound:B1.13-02.002.mp3]
B1L13-I-03	回來	huílái	Vi	to come back		[sound:B1.13-02.003.mp3]
B1L13-I-04	啊	a	Ptc	a particle indicating a realization		[sound:B1.13-02.004.mp3]
B1L13-I-05	怎麼	zěnme	Adv	How come?		[sound:B1.13-02.005.mp3]
B1L13-I-06	忘（了）	wàngle	Vpt	to forget		[sound:B1.13-02.006.mp3]
B1L13-I-07	記得	jìde	Vst	to remember		[sound:B1.13-02.007.mp3]
B1L13-I-08	當然	dāngrán	Adv	certainly, of course		[sound:B1.13-02.008.mp3]
B1L13-I-09	語言	yǔyán	N	language		[sound:B1.13-02.009.mp3]
B1L13-I-10	交換	jiāohuàn	V	to exchange		[sound:B1.13-02.010.mp3]
B1L13-I-11	那麼	nàme	Adv	so (very)		[sound:B1.13-02.011.mp3]
B1L13-I-12	熱心	rèxīn	Vs	with enthusiasm		[sound:B1.13-02.012.mp3]
B1L13-I-13	西班牙文	Xībānyá wén	N	the Spanish language		[sound:B1.13-02.013.mp3]
B1L13-I-14	一樣	yíyàng	Vs	the same, alike		[sound:B1.13-02.014.mp3]
B1L13-I-15	過	guò	V	to celebrate		[sound:B1.13-02.015.mp3]
B1L13-I-16	左右	zuǒyòu	N	approximately		[sound:B1.13-02.016.mp3]
B1L13-I-17	門口	ménkǒu	N	gate, entrance		[sound:B1.13-02.017.mp3]
B1L13-I-18	西班牙	Xībānyá		Spain	Place	[sound:B1.13-02.018.mp3]
B1L13-I-19	生日快樂	shēngrì kuàilè		Happy Birthday		[sound:B1.13-02.019.mp3]
B1L13-I-20	我就是	wǒ jiù shì		(said of self on the phone) This is s/he speaking		[sound:B1.13-02.020.mp3]
B1L13-I-21	好久不見	hǎojiǔ bújiàn		long time no see		[sound:B1.13-02.021.mp3]
B1L13-I-22	不必客氣	búbì kèqì		No need to stand on formalities, i.e., It's my pleasure		[sound:B1.13-02.022.mp3]
B1L13-I-23	太客氣	tài kèqì		That's very kind of you		[sound:B1.13-02.023.mp3]
B1L13-II-01	禮物	lǐwù	N	gift, present		[sound:B1.13-04.001.mp3]
B1L13-II-02	今年	jīnnián	N	this year		[sound:B1.13-04.002.mp3]
B1L13-II-03	訂	dìng	V	to order (something in advance)		[sound:B1.13-04.003.mp3]
B1L13-II-04	了	le	Ptc	verbal particle indicating a completed action		[sound:B1.13-04.004.mp3]
B1L13-II-05	豬腳	zhūjiǎo	N	pork knuckles		[sound:B1.13-04.005.mp3]
B1L13-II-06	麵線	miànxiàn	N	extra fine noodles		[sound:B1.13-04.006.mp3]
B1L13-II-07	蛋	dàn	N	egg		[sound:B1.13-04.007.mp3]
B1L13-II-08	一點	yìdiǎn	Vs	a little, some		[sound:B1.13-04.008.mp3]
B1L13-II-09	傳統	chuántǒng	N	tradition, customs		[sound:B1.13-04.009.mp3]
B1L13-II-10	年輕	niánqīng	Vs	young		[sound:B1.13-04.010.mp3]
B1L13-II-11	蛋糕	dàngāo	N	cake		[sound:B1.13-04.011.mp3]
B1L13-II-12	對	duì	Prep	to		[sound:B1.13-04.012.mp3]
B1L13-II-13	祝	zhù	V	to wish (somebody happiness, good luck, etc.)		[sound:B1.13-04.013.mp3]
B1L13-II-14	哪裡,哪裡	nǎlǐ nǎlǐ		It's my pleasure. Don't mention it.		[sound:B1.13-04.014.mp3]
B1L13-II-15	大部分	dà bùfèn		most (of), mostly		[sound:B1.13-04.015.mp3]
B1L13-II-16	萬事如意	wànshì rúyì		May everything go your way		[sound:B1.13-04.016.mp3]
B1L13-II-17	心想事成	xīnxiǎng shìchéng		May all your wishes come true		[sound:B1.13-04.017.mp3]
B1L14-I-01	天氣	tiānqì	N	weather		[sound:B1.14-02.001.mp3]
B1L14-I-02	冷	lěng	Vs	cold		[sound:B1.14-02.002.mp3]
B1L14-I-03	風	fēng	N	wind		[sound:B1.14-02.003.mp3]
B1L14-I-04	滑雪	huáxuě	V-sep	to ski		[sound:B1.14-02.004.mp3]
B1L14-I-05	春天	chūntiān	N	spring (season)		[sound:B1.14-02.005.mp3]
B1L14-I-06	想	xiǎng	Vst	to miss (someone)		[sound:B1.14-02.006.mp3]
B1L14-I-07	新年	xīnnián	N	New Year		[sound:B1.14-02.007.mp3]
B1L14-I-08	快	kuài	Adv	soon		[sound:B1.14-02.008.mp3]
B1L14-I-09	父母	fùmǔ	N	parents		[sound:B1.14-02.009.mp3]
B1L14-I-10	冬天	dōngtiān	N	winter (season)		[sound:B1.14-02.010.mp3]
B1L14-I-11	明年	míngnián	N	next year		[sound:B1.14-02.011.mp3]
B1L14-I-12	秋天	qiūtiān	N	autumn (season)		[sound:B1.14-02.012.mp3]
B1L14-I-13	紅葉	hóngyè	N	red maple leaves		[sound:B1.14-02.013.mp3]
B1L14-I-14	只	zhǐ	Adv	only, merely		[sound:B1.14-02.014.mp3]
B1L14-I-15	玉山	Yùshān		Yu Shan (Mount Jade), tallest mountain in central Taiwan	Place	[sound:B1.14-02.015.mp3]
B1L14-I-16	紐約	Niǔyuē		New York	Place	[sound:B1.14-02.016.mp3]
B1L14-I-17	下雪	xiàxuě		to snow		[sound:B1.14-02.017.mp3]
B1L14-I-18	十二月底	shí'èryuè dǐ		the end of December		[sound:B1.14-02.018.mp3]
B1L14-II-01	雨	yǔ	N	rain		[sound:B1.14-04.001.mp3]
B1L14-II-02	傘	sǎn	N	umbrella		[sound:B1.14-04.002.mp3]
B1L14-II-03	颱風	táifēng	N	typhoon		[sound:B1.14-04.003.mp3]
B1L14-II-04	要	yào	Adv	will, going to		[sound:B1.14-04.004.mp3]
B1L14-II-05	夏天	xiàtiān	N	summer (season)		[sound:B1.14-04.005.mp3]
B1L14-II-06	濕	shī	Vs	wet		[sound:B1.14-04.006.mp3]
B1L14-II-07	討厭	tǎoyàn	Vs	annoying		[sound:B1.14-04.007.mp3]
B1L14-II-08	新聞	xīnwén	N	news		[sound:B1.14-04.008.mp3]
B1L14-II-09	更	gèng	Adv	even (more, less, etc.)		[sound:B1.14-04.009.mp3]
B1L14-II-10	大家	dàjiā	N	everyone		[sound:B1.14-04.010.mp3]
B1L14-II-11	小心	xiǎoxīn	Vs	to be careful, to take care		[sound:B1.14-04.011.mp3]
B1L14-II-12	可怕	kěpà	Vs	scary		[sound:B1.14-04.012.mp3]
B1L14-II-13	停	tíng	Vp	to stop		[sound:B1.14-04.013.mp3]
B1L14-II-14	下雨	xiàyǔ		to rain		[sound:B1.14-04.014.mp3]
B1L14-II-15	這次	zhè cì		this time		[sound:B1.14-04.015.mp3]
B1L14-II-16	上次	shàng cì		last time		[sound:B1.14-04.016.mp3]
B1L14-II-17	慢走	màn zǒu		Bye. Take care		[sound:B1.14-04.017.mp3]
B1L15-I-01	醫生	yīshēng	N	doctor		[sound:B1.15-02.001.mp3]
B1L15-I-02	一直	yìzhí	Adv	continuously, all the way		[sound:B1.15-02.002.mp3]
B1L15-I-03	流	liú	V	to flow		[sound:B1.15-02.003.mp3]
B1L15-I-04	鼻水	bíshuǐ	N	snot, nasal mucus, a running nose		[sound:B1.15-02.004.mp3]
B1L15-I-05	頭	tóu	N	head		[sound:B1.15-02.005.mp3]
B1L15-I-06	痛	tòng	Vs	painful		[sound:B1.15-02.006.mp3]
B1L15-I-07	胃口	wèikǒu	N	appetite		[sound:B1.15-02.007.mp3]
B1L15-I-08	差	chā	Vs	poor, bad		[sound:B1.15-02.008.mp3]
B1L15-I-09	喉嚨	hóulóng	N	throat		[sound:B1.15-02.009.mp3]
B1L15-I-10	發炎	fāyán	Vp-sep	to be inflamed		[sound:B1.15-02.010.mp3]
B1L15-I-11	生病	shēngbìng	Vp	to fall ill		[sound:B1.15-02.011.mp3]
B1L15-I-12	發燒	fāshāo	Vp-sep	to have a fever		[sound:B1.15-02.012.mp3]
B1L15-I-13	感冒	gǎnmào	Vp	to catch/have a cold		[sound:B1.15-02.013.mp3]
B1L15-I-14	藥	yào	N	medicine		[sound:B1.15-02.014.mp3]
B1L15-I-15	藥局	yàojú	N	pharmacy, drug store		[sound:B1.15-02.015.mp3]
B1L15-I-16	拿	ná	V	to get		[sound:B1.15-02.016.mp3]
B1L15-I-17	把	bǎ	Ptc	disposal marker		[sound:B1.15-02.017.mp3]
B1L15-I-18	水	shuǐ	N	water		[sound:B1.15-02.018.mp3]
B1L15-I-19	休息	xiūxí	Vi	to take a rest		[sound:B1.15-02.019.mp3]
B1L15-I-20	睡覺	shuìjiào	V-sep	to sleep		[sound:B1.15-02.020.mp3]
B1L15-I-21	早一點	zǎo yìdiǎn		a bit earlier		[sound:B1.15-02.021.mp3]
B1L15-II-01	臉色	liǎnsè	N	"a person's ""color"" (said of the face when healthy or sick, pleased or angry etc.)"		[sound:B1.15-04.001.mp3]
B1L15-II-02	難看	nánkàn	Vs	not to look good		[sound:B1.15-04.002.mp3]
B1L15-II-03	肚子	dùzi	N	stomach, abdomen		[sound:B1.15-04.003.mp3]
B1L15-II-04	吐	tù	V	to throw up, to vomit		[sound:B1.15-04.004.mp3]
B1L15-II-05	幾	jǐ	N	(a) few		[sound:B1.15-04.005.mp3]
B1L15-II-06	次	cì	M	measure word for times, occurrences		[sound:B1.15-04.006.mp3]
B1L15-II-07	陪	péi	V	to go/stay with somebody, to accompany		[sound:B1.15-04.007.mp3]
B1L15-II-08	看病	kànbìng	V-sep	to see a doctor		[sound:B1.15-04.008.mp3]
B1L15-II-09	健康	jiànkāng	N	health		[sound:B1.15-04.009.mp3]
B1L15-II-10	保險	bǎoxiǎn	N	insurance		[sound:B1.15-04.010.mp3]
B1L15-II-11	跟	gēn	Prep	to		[sound:B1.15-04.011.mp3]
B1L15-II-12	油	yóu	Vs	oily, greasy		[sound:B1.15-04.012.mp3]
B1L15-II-13	冰	bīng	Vs	icy		[sound:B1.15-04.013.mp3]
B1L15-II-14	別	bié	Adv	don't (used in imperatives)		[sound:B1.15-04.014.mp3]
B1L15-II-15	關心	guānxīn	Vs	to be concerned about		[sound:B1.15-04.015.mp3]
B1L15-II-16	包	bāo	M	measure word for bags, packages etc		[sound:B1.15-04.016.mp3]
B1L15-II-17	睡	shuì	Vi	to sleep		[sound:B1.15-04.017.mp3]
B1L15-II-18	小時	xiǎoshí	N	hour		[sound:B1.15-04.018.mp3]
B1L15-II-19	怎麼了	zěnme le		What's wrong?		[sound:B1.15-04.019.mp3]
B1L15-II-20	不用了	búyòng le		It's not necessary		[sound:B1.15-04.020.mp3]
B1L15-II-21	健康中心	jiànkāng zhōngxīn		health center		[sound:B1.15-04.021.mp3]
B1L15-II-22	回家	huí jiā		go home		[sound:B1.15-04.022.mp3]
B1L15-II-23	最好	zuì hǎo		It would be best.../ (You) should		[sound:B1.15-04.023.mp3]
B2L01-I-01	走	zǒu	Vi	to get to		[sound:B2.01-02.001.mp3]
B2L01-I-02	路人	lùrén	N	someone; lit. a person on the street		[sound:B2.01-02.002.mp3]
B2L01-I-03	幫忙	bāngmáng	V-sep	to help		[sound:B2.01-02.003.mp3]
B2L01-I-04	迷路	mílù	Vp-sep	to be lost, to have lost directions		[sound:B2.01-02.004.mp3]
B2L01-I-05	下	xià	Det	next		[sound:B2.01-02.005.mp3]
B2L01-I-06	路口	lùkǒu	N	intersection		[sound:B2.01-02.006.mp3]
B2L01-I-07	段	duàn	N	section		[sound:B2.01-02.007.mp3]
B2L01-I-08	過	guò	V	to go past, to cross		[sound:B2.01-02.008.mp3]
B2L01-I-09	第	dì	Det	used to indicate ordinal numbers		[sound:B2.01-02.009.mp3]
B2L01-I-10	紅綠燈	hónglǜdēng	N	traffic light		[sound:B2.01-02.010.mp3]
B2L01-I-11	告訴	gàosù	V	to tell		[sound:B2.01-02.011.mp3]
B2L01-I-12	提款機	tíkuǎnjī	N	ATM machine		[sound:B2.01-02.012.mp3]
B2L01-I-13	超商	chāo-shāng	N	convenience store		[sound:B2.01-02.013.mp3]
B2L01-I-14	應該	yīnggāi	Vaux	should; ought to		[sound:B2.01-02.014.mp3]
B2L01-I-15	郵局	yóujú	N	post office		[sound:B2.01-02.015.mp3]
B2L01-I-16	提	tí	V	to withdraw (money)		[sound:B2.01-02.016.mp3]
B2L01-I-17	那邊	nàbiān / nèibiān	N	over there, yonder		[sound:B2.01-02.017.mp3]
B2L01-I-18	師大（師範大學）	Shīdà (Shīfàn Dàxué)		NTNU (National Taiwan Normal University)	Place	[sound:B2.01-02.018.mp3]
B2L01-I-19	和平東路	Hépíng Dōng Lù		Heping East Road	Place	[sound:B2.01-02.019.mp3]
B2L01-I-20	往前	wǎng qián		forward, ahead		[sound:B2.01-02.020.mp3]
B2L01-I-21	右轉	yòu zhuǎn		to turn right		[sound:B2.01-02.021.mp3]
B2L01-I-22	聽起來	tīng qǐlái		to sound, sound like		[sound:B2.01-02.022.mp3]
B2L01-I-23	看見	kànjiàn		to see, to have seen		[sound:B2.01-02.023.mp3]
B2L01-II-01	下載	xiàzài	V	to download		[sound:B2.01-04.001.mp3]
B2L01-II-02	地圖	dìtú	N	map		[sound:B2.01-04.002.mp3]
B2L01-II-03	好用	hǎoyòng	Vs	easy to use, handy		[sound:B2.01-04.003.mp3]
B2L01-II-04	著	zhe	Ptc	a particle indicating progression or continuation of action		[sound:B2.01-04.004.mp3]
B2L01-II-05	日用品	rìyòngpǐn	N	articles of daily use		[sound:B2.01-04.005.mp3]
B2L01-II-06	經過	jīngguò	V	to go past		[sound:B2.01-04.006.mp3]
B2L01-II-07	巷子	xiàngzi	N	alley		[sound:B2.01-04.007.mp3]
B2L01-II-08	餓	è	Vs	hungry		[sound:B2.01-04.008.mp3]
B2L01-II-09	一邊	yìbiān	Adv	indicates doing two things simultaneously, as, while		[sound:B2.01-04.009.mp3]
B2L01-II-10	發現	fāxiàn	Vpt	to discover		[sound:B2.01-04.010.mp3]
B2L01-II-11	離	lí	Prep	(away) from		[sound:B2.01-04.011.mp3]
B2L01-II-12	背包	bēibāo	N	backpack		[sound:B2.01-04.012.mp3]
B2L01-II-13	正好	zhènghǎo	Adv	just, happen to		[sound:B2.01-04.013.mp3]
B2L01-II-14	最後	zuìhòu	Adv	in the end, finally		[sound:B2.01-04.014.mp3]
B2L01-II-15	枝	zhī	M	measure word for pens		[sound:B2.01-04.015.mp3]
B2L01-II-16	筆	bǐ	N	pen		[sound:B2.01-04.016.mp3]
B2L01-II-17	本	běn	M	measure word for books		[sound:B2.01-04.017.mp3]
B2L01-II-18	本子	běnzi	N	notebook		[sound:B2.01-04.018.mp3]
B2L01-II-19	左轉	zuǒ zhuǎn		to turn left		[sound:B2.01-04.019.mp3]
B2L01-II-20	師大路上	Shīdà Lù shàng		on Shida Road		[sound:B2.01-04.020.mp3]
B2L01-II-21	麵店	miàn diàn		noodle shop		[sound:B2.01-04.021.mp3]
B2L02-I-01	還是	háishì	Adv	should probably, alternatively, had better		[sound:B2.02-02.001.mp3]
B2L02-I-02	早	zǎo	Vs	Good morning		[sound:B2.02-02.002.mp3]
B2L02-I-03	約	yuē	V	to invite someone to do something at a specific time		[sound:B2.02-02.003.mp3]
B2L02-I-04	對面	duìmiàn	N	on the other side of (something), opposite		[sound:B2.02-02.004.mp3]
B2L02-I-05	直接	zhíjiē	Adv	directly		[sound:B2.02-02.005.mp3]
B2L02-I-06	不必	búbì	Vaux	no need to, not necessary to		[sound:B2.02-02.006.mp3]
B2L02-I-07	換	huàn	V	to transfer (transportation)		[sound:B2.02-02.007.mp3]
B2L02-I-08	車站	chēzhàn	N	bus station, train station		[sound:B2.02-02.008.mp3]
B2L02-I-09	麻煩	máfán	Vs	troublesome		[sound:B2.02-02.009.mp3]
B2L02-I-10	趕快	gǎnkuài	Adv	right away; quickly (indicating urgency)		[sound:B2.02-02.010.mp3]
B2L02-I-11	走	zǒu	Vp	to leave, to bid farewell		[sound:B2.02-02.011.mp3]
B2L02-I-12	班次	bāncì	N	number of scheduled runs (of trains, flights, boats, buses)		[sound:B2.02-02.012.mp3]
B2L02-I-13	禮拜	lǐbài	N	week		[sound:B2.02-02.013.mp3]
B2L02-I-14	見	jiàn	V	to see		[sound:B2.02-02.014.mp3]
