ID	Traditional	Simplified	Pinyin	POS	Meaning	Audio	Variants	Tags
B1L07-II-06	半	半	bàn	N	half	[sound:dangdai-B1L07-II-06.mp3]		
B1L07-II-07	比賽	比赛	bǐsài	N	game, competition	[sound:dangdai-B1L07-II-07.mp3]		
B1L07-II-08	結束	结束	jiéshù	Vp	to finish	[sound:dangdai-B1L07-II-08.mp3]		
B1L07-II-09	最近	最近	zuìjìn	N	recently, lately	[sound:dangdai-B1L07-II-09.mp3]		
B1L07-II-10	忙	忙	máng	Vs	busy	[sound:dangdai-B1L07-II-10.mp3]		
B1L07-II-11	每	每	měi	Det	every, each	[sound:dangdai-B1L07-II-11.mp3]		
B1L07-II-12	天	天	tiān	M	Measure word for day	[sound:dangdai-B1L07-II-12.mp3]		
B1L07-II-13	書法	书法	shūfǎ	N	calligraphy	[sound:dangdai-B1L07-II-13.mp3]		
B1L07-II-14	課	课	kè	N	class	[sound:dangdai-B1L07-II-14.mp3]		
B1L07-II-15	開始	开始	kāishǐ	Vp	to begin, to start	[sound:dangdai-B1L07-II-15.mp3]		
B1L07-II-16	字	字	zì	N	character	[sound:dangdai-B1L07-II-16.mp3]		
B1L07-II-17	寫	写	xiě	V	to write	[sound:dangdai-B1L07-II-17.mp3]		
B1L07-II-18	可以	可以	kěyǐ	Vaux	may (permission)	[sound:dangdai-B1L07-II-18.mp3]		
B1L07-II-19	問	问	wèn	V	to ask	[sound:dangdai-B1L07-II-19.mp3]		
B1L07-II-20	等一下	等一下	děng yíxià	Ph	later	[sound:dangdai-B1L07-II-20.mp3]		
B1L07-II-21	有事	有事	yǒu shì	Ph	to be busy; to be engaged	[sound:dangdai-B1L07-II-21.mp3]		
B1L07-II-22	有意思	有意思	yǒu yìsi	Ph	to be interesting, to be fun	[sound:dangdai-B1L07-II-22.mp3]		
B1L08-I-01	坐	坐	zuò	V	to take by, to travel by	[sound:dangdai-B1L08-I-01.mp3]		
B1L08-I-02	火車	火车	huǒchē	N	train	[sound:dangdai-B1L08-I-02.mp3]		
B1L08-I-03	跟	跟	gēn	Prep	with	[sound:dangdai-B1L08-I-03.mp3]		
B1L08-I-04	玩	玩	wán	V	to have fun	[sound:dangdai-B1L08-I-04.mp3]		
B1L08-I-05	怎麼	怎么	zěnme	Adv	how	[sound:dangdai-B1L08-I-05.mp3]		
B1L08-I-06	慢	慢	màn	Vs	slow	[sound:dangdai-B1L08-I-06.mp3]		
B1L08-I-07	鐘頭	钟头	zhōngtóu	N	hour	[sound:dangdai-B1L08-I-07.mp3]		
B1L08-I-08	比較	比较	bǐjiào	Adv	(comparatively) more	[sound:dangdai-B1L08-I-08.mp3]		
B1L08-I-09	快	快	kuài	Vs	fast	[sound:dangdai-B1L08-I-09.mp3]		
B1L08-I-10	車票	车票	chēpiào	N	(train, bus) ticket	[sound:dangdai-B1L08-I-10.mp3]		
B1L08-I-11	非常	非常	fēicháng	Adv	very	[sound:dangdai-B1L08-I-11.mp3]		
B1L08-I-12	但是	但是	dànshì	Conj	but, however	[sound:dangdai-B1L08-I-12.mp3]		
B1L08-I-13	又	又	yòu	Adv	both...and...	[sound:dangdai-B1L08-I-13.mp3]		
B1L08-I-14	舒服	舒服	shūfú	Vs	comfortable	[sound:dangdai-B1L08-I-14.mp3]		
B1L08-I-15	站	站	zhàn	N	station	[sound:dangdai-B1L08-I-15.mp3]		
B1L08-I-16	或是	或是	huòshì	Conj	or	[sound:dangdai-B1L08-I-16.mp3]		
B1L08-I-17	臺南	台南	Táinán		a city in southwestern Taiwan	[sound:dangdai-B1L08-I-17.mp3]		Name
B1L08-I-18	高鐵	高铁	gāotiě		High Speed Rail (HSR)	[sound:dangdai-B1L08-I-18.mp3]		Name
B1L08-I-19	網路上	网路上	wǎnglù shàng	Ph	on the Internet	[sound:dangdai-B1L08-I-19.mp3]		
B1L08-I-20	便利商店	便利商店	biànlì shāngdiàn	Ph	convenience store	[sound:dangdai-B1L08-I-20.mp3]		
B1L08-II-01	同學	同学	tóngxué	N	classmate	[sound:dangdai-B1L08-II-01.mp3]		
B1L08-II-02	參觀	参观	cānguān	V	to visit (an institution)	[sound:dangdai-B1L08-II-02.mp3]		
B1L08-II-03	古代	古代	gǔdài	N	ancient times	[sound:dangdai-B1L08-II-03.mp3]		
B1L08-II-04	騎	骑	qí	V	to ride	[sound:dangdai-B1L08-II-04.mp3]		
B1L08-II-05	機車	机车	jīchē	N	motorcycle, scooter	[sound:dangdai-B1L08-II-05.mp3]		
B1L08-II-06	載	载	zài	V	to give someone a ride (on / in a vehicle, e.g. motorcycle, bicycle or car)	[sound:dangdai-B1L08-II-06.mp3]		
B1L08-II-07	捷運	捷运	jiéyùn	N	Mass Rapid Transit (MRT)	[sound:dangdai-B1L08-II-07.mp3]		
B1L08-II-08	比	比	bǐ	Prep	(more...) than	[sound:dangdai-B1L08-II-08.mp3]		
B1L08-II-09	故宮博物院（故宮）	故宫博物院（故宫）	Gùgōng Bówùyuàn		National Palace Museum	[sound:dangdai-B1L08-II-09.mp3]	故宮博物院 [Gùgōng Bówùyuàn] / 故宮 [Gùgōng]	Name
B1L08-II-10	中國	中国	Zhōngguó		China	[sound:dangdai-B1L08-II-10.mp3]		Name
B1L08-II-11	公共汽車（公車）	公共汽车（公车）	gōnggòng qìchē	Ph	bus	[sound:dangdai-B1L08-II-11.mp3]	公共汽車 [gōnggòng qìchē] / 公車 [gōngchē]	
B1L08-II-12	不行	不行	bù xíng	Ph	will not do	[sound:dangdai-B1L08-II-12.mp3]		
B1L08-II-13	計程車	计程车	jìchéngchē	Ph	taxi	[sound:dangdai-B1L08-II-13.mp3]		
B1L08-II-14	差不多	差不多	chābùduō	Ph	about the same	[sound:dangdai-B1L08-II-14.mp3]		
B1L09-I-01	星期 + number	星期 + number	xīngqí	N	week	[sound:dangdai-B1L09-I-01.mp3]	星期 [xīngqí]	
B1L09-I-02	回國	回国	huíguó	V-sep	to return to one's country	[sound:dangdai-B1L09-I-02.mp3]		
B1L09-I-03	打算	打算	dǎsuàn	Vaux	to plan to	[sound:dangdai-B1L09-I-03.mp3]		
B1L09-I-04	電視	电视	diànshì	N	TV	[sound:dangdai-B1L09-I-04.mp3]		
B1L09-I-05	影片	影片	yǐngpiàn	N	film	[sound:dangdai-B1L09-I-05.mp3]		
B1L09-I-06	旅行	旅行	lǚxíng	Vi	to travel	[sound:dangdai-B1L09-I-06.mp3]		
B1L09-I-07	功課	功课	gōngkè	N	homework	[sound:dangdai-B1L09-I-07.mp3]		
B1L09-I-08	出去	出去	chūqù	Vi	to go out	[sound:dangdai-B1L09-I-08.mp3]		
B1L09-I-09	大概	大概	dàgài	Adv	approximately, about, probably	[sound:dangdai-B1L09-I-09.mp3]		
B1L09-I-10	放假	放假	fàngjià	Ph	to have a holiday	[sound:dangdai-B1L09-I-10.mp3]		
B1L09-I-11	下個星期	下个星期	xià ge xīngqí	Ph	next week	[sound:dangdai-B1L09-I-11.mp3]		
B1L09-I-12	有時候	有时候	yǒu shíhòu	Ph	sometimes	[sound:dangdai-B1L09-I-12.mp3]		
B1L09-I-13	多久	多久	duō jiǔ	Ph	how long	[sound:dangdai-B1L09-I-13.mp3]		
B1L09-I-14	臺東	台东	Táidōng		name of one of the major cities on the southeastern coast of Taiwan	[sound:dangdai-B1L09-I-14.mp3]		Name
B1L09-II-01	女 + noun	女 + noun	nǚ	N	girl-, female-	[sound:dangdai-B1L09-II-01.mp3]	女 [nǚ]	
B1L09-II-02	number + 月	number + 月	yuè	N	month of a year	[sound:dangdai-B1L09-II-02.mp3]	月 [yuè]	
B1L09-II-03	number + 號	number + 号	hào	N	date, day of a month	[sound:dangdai-B1L09-II-03.mp3]	號 [hào]	
B1L09-II-04	帶	带	dài	V	to take	[sound:dangdai-B1L09-II-04.mp3]		
B1L09-II-05	她	她	tā	N	she, her	[sound:dangdai-B1L09-II-05.mp3]		
B1L09-II-06	還	还	hái	Adv	still, additionally	[sound:dangdai-B1L09-II-06.mp3]		
B1L09-II-07	建議	建议	jiànyì	N	suggestion	[sound:dangdai-B1L09-II-07.mp3]		
B1L09-II-08	夜市	夜市	yèshì	N	night market	[sound:dangdai-B1L09-II-08.mp3]		
B1L09-II-09	應該	应该	yīnggāi	Vaux	should	[sound:dangdai-B1L09-II-09.mp3]		
B1L09-II-10	逛	逛	guàng	V	to wander around, to look around	[sound:dangdai-B1L09-II-10.mp3]		
B1L09-II-11	特別	特别	tèbié	Vs	special	[sound:dangdai-B1L09-II-11.mp3]		
B1L09-II-12	茶館	茶馆	cháguǎn	N	tea house	[sound:dangdai-B1L09-II-12.mp3]		
B1L09-II-13	決定	决定	juédìng	Vp	to decide	[sound:dangdai-B1L09-II-13.mp3]		
B1L09-II-14	要是	要是	yàoshì	Conj	if	[sound:dangdai-B1L09-II-14.mp3]		
B1L09-II-15	就	就	jiù	Adv	then	[sound:dangdai-B1L09-II-15.mp3]		
B1L09-II-16	貓空	猫空	Māokōng		name of a must-see place in Taipei to visit for fine tea and scenery	[sound:dangdai-B1L09-II-16.mp3]		Name
B1L10-I-01	水果	水果	shuǐguǒ	N	fruit	[sound:dangdai-B1L10-I-01.mp3]		
B1L10-I-02	黃色	黄色	huángsè	N	yellow	[sound:dangdai-B1L10-I-02.mp3]		
B1L10-I-03	芒果	芒果	mángguǒ	N	mango	[sound:dangdai-B1L10-I-03.mp3]		
B1L10-I-04	給	给	gěi	V	to give	[sound:dangdai-B1L10-I-04.mp3]		
B1L10-I-05	塊	块	kuài	M	measure word for pieces of food (e.g., meat, cake)	[sound:dangdai-B1L10-I-05.mp3]		
B1L10-I-06	香	香	xiāng	Vs	fragrant	[sound:dangdai-B1L10-I-06.mp3]		
B1L10-I-07	甜	甜	tián	Vs	sweet (taste)	[sound:dangdai-B1L10-I-07.mp3]		
B1L10-I-08	紅色	红色	hóngsè	N	red	[sound:dangdai-B1L10-I-08.mp3]		
B1L10-I-09	西瓜	西瓜	xīguā	N	watermelon	[sound:dangdai-B1L10-I-09.mp3]		
B1L10-I-10	吧	吧	ba	Ptc	sentence-final particle for guessing	[sound:dangdai-B1L10-I-10.mp3]		
B1L10-I-11	對	对	duì	Vs	correct, right	[sound:dangdai-B1L10-I-11.mp3]		
B1L10-I-12	以前	以前	yǐqián	N	before	[sound:dangdai-B1L10-I-12.mp3]		
B1L10-I-13	機會	机会	jīhuì	N	opportunity	[sound:dangdai-B1L10-I-13.mp3]		
B1L10-I-14	請	请	qǐng	V	to treat sb to sth	[sound:dangdai-B1L10-I-14.mp3]		
B1L10-I-15	吃吃看	吃吃看	chīchīkàn	Ph	to have a taste, try it, taste it	[sound:dangdai-B1L10-I-15.mp3]		
B1L10-II-01	拍	拍	pāi	V	to take (pictures)	[sound:dangdai-B1L10-II-01.mp3]		
B1L10-II-02	笑	笑	xiào	V	to laugh, to smile	[sound:dangdai-B1L10-II-02.mp3]		
B1L10-II-03	開心	开心	kāixīn	Vs	happy	[sound:dangdai-B1L10-II-03.mp3]		
B1L10-II-04	穿	穿	chuān	V	to wear, to put on	[sound:dangdai-B1L10-II-04.mp3]		
B1L10-II-05	衣服	衣服	yīfú	N	clothes	[sound:dangdai-B1L10-II-05.mp3]		
B1L10-II-06	旅館	旅馆	lǚguǎn	N	hotel	[sound:dangdai-B1L10-II-06.mp3]		
B1L10-II-07	太太	太太	tàitai	N	wife	[sound:dangdai-B1L10-II-07.mp3]		
B1L10-II-08	男 + noun	男 + noun	nán	N	boy-, male-	[sound:dangdai-B1L10-II-08.mp3]	男 [nán]	
B1L10-II-09	矮	矮	ǎi	Vs	short (height)	[sound:dangdai-B1L10-II-09.mp3]		
B1L10-II-10	高	高	gāo	Vs	tall	[sound:dangdai-B1L10-II-10.mp3]		
B1L10-II-11	弟弟	弟弟	dìdi	N	younger brother	[sound:dangdai-B1L10-II-11.mp3]		
B1L10-II-12	乾淨	干净	gānjìng	Vs	clean	[sound:dangdai-B1L10-II-12.mp3]		
B1L10-II-13	窗戶	窗户	chuānghù	N	window	[sound:dangdai-B1L10-II-13.mp3]		
B1L10-II-14	往	往	wǎng	Prep	toward, to	[sound:dangdai-B1L10-II-14.mp3]		
B1L10-II-15	藍色	蓝色	lánsè	N	blue	[sound:dangdai-B1L10-II-15.mp3]		
B1L10-II-16	因為	因为	yīnwèi	Conj	because	[sound:dangdai-B1L10-II-16.mp3]		
B1L10-II-17	住	住	zhù	V	to stay	[sound:dangdai-B1L10-II-17.mp3]		
B1L10-II-18	上個月	上个月	shàng ge yuè	Ph	last month	[sound:dangdai-B1L10-II-18.mp3]		
B1L10-II-19	這些	这些	zhèxiē	Ph	these	[sound:dangdai-B1L10-II-19.mp3]		
B1L11-I-01	租	租	zū	V	to rent	[sound:dangdai-B1L11-I-01.mp3]		
B1L11-I-02	房東	房东	fángdōng	N	landlord	[sound:dangdai-B1L11-I-02.mp3]		
B1L11-I-03	客廳	客厅	kètīng	N	living room	[sound:dangdai-B1L11-I-03.mp3]		
B1L11-I-04	廚房	厨房	chúfáng	N	kitchen	[sound:dangdai-B1L11-I-04.mp3]		
B1L11-I-05	左邊	左边	zuǒbiān	N	left (side)	[sound:dangdai-B1L11-I-05.mp3]		
B1L11-I-06	右邊	右边	yòubiān	N	right (side)	[sound:dangdai-B1L11-I-06.mp3]		
B1L11-I-07	浴室	浴室	yùshì	N	bathroom	[sound:dangdai-B1L11-I-07.mp3]		
B1L11-I-08	超市	超市	chāoshì	N	supermarket	[sound:dangdai-B1L11-I-08.mp3]		
B1L11-I-09	走路	走路	zǒulù	V-sep	to walk	[sound:dangdai-B1L11-I-09.mp3]		
B1L11-I-10	分鐘	分钟	fēnzhōng	M	measure word for minutes	[sound:dangdai-B1L11-I-10.mp3]		
B1L11-I-11	就	就	jiù	Adv	only, merely	[sound:dangdai-B1L11-I-11.mp3]		
B1L11-I-12	到	到	dào	Vp	arrive	[sound:dangdai-B1L11-I-12.mp3]		
B1L11-I-13	間	间	jiān	M	measure word for houses, rooms, etc.	[sound:dangdai-B1L11-I-13.mp3]		
B1L11-I-14	空	空	kōng	Vs	vacant, empty	[sound:dangdai-B1L11-I-14.mp3]		
B1L11-I-15	房間	房间	fángjiān	N	room	[sound:dangdai-B1L11-I-15.mp3]		
B1L11-I-16	套房	套房	tàofáng	N	suite	[sound:dangdai-B1L11-I-16.mp3]		
B1L11-I-17	回去	回去	huíqù	Vi	to go back, to return	[sound:dangdai-B1L11-I-17.mp3]		
B1L11-I-18	想	想	xiǎng	V	to think	[sound:dangdai-B1L11-I-18.mp3]		
B1L11-I-19	再	再	zài	Adv	and then	[sound:dangdai-B1L11-I-19.mp3]		
B1L11-I-20	電話	电话	diànhuà	N	telephone	[sound:dangdai-B1L11-I-20.mp3]		
B1L11-I-21	給	给	gěi	Prep	to	[sound:dangdai-B1L11-I-21.mp3]		
B1L11-I-22	林	林	Lín		Chinese last name, common in Taiwan	[sound:dangdai-B1L11-I-22.mp3]		Name
B1L11-I-23	打電話	打电话	dǎ diànhuà	Ph	to make a phone call	[sound:dangdai-B1L11-I-23.mp3]		
B1L11-II-01	喂	喂	wéi	Ptc	a particle used in addressing people, especially over the phone	[sound:dangdai-B1L11-II-01.mp3]		
B1L11-II-02	房租	房租	fángzū	N	rent (for a room or a house)	[sound:dangdai-B1L11-II-02.mp3]		
B1L11-II-03	已經	已经	yǐjīng	Adv	already	[sound:dangdai-B1L11-II-03.mp3]		
B1L11-II-04	習慣	习惯	xíguàn	Vs	to get settled down, to get used to	[sound:dangdai-B1L11-II-04.mp3]		
B1L11-II-05	問題	问题	wèntí	N	problem, question	[sound:dangdai-B1L11-II-05.mp3]		
B1L11-II-06	熱水器	热水器	rèshuǐqì	N	water heater	[sound:dangdai-B1L11-II-06.mp3]		
B1L11-II-07	好像	好像	hǎoxiàng	Adv	to seem to be, to appear to be (often used to take the edge off of a comment)	[sound:dangdai-B1L11-II-07.mp3]		
B1L11-II-08	會	会	huì	Vaux	will	[sound:dangdai-B1L11-II-08.mp3]		
B1L11-II-09	等	等	děng	V	to wait for	[sound:dangdai-B1L11-II-09.mp3]		
B1L11-II-10	那	那	nà	Ptc	then, in that case	[sound:dangdai-B1L11-II-10.mp3]		
B1L11-II-11	裝	装	zhuāng	V	to install	[sound:dangdai-B1L11-II-11.mp3]		
B1L11-II-12	不過	不过	búguò	Conj	however, but	[sound:dangdai-B1L11-II-12.mp3]		
B1L11-II-13	付	付	fù	V	to pay	[sound:dangdai-B1L11-II-13.mp3]		
B1L11-II-14	收到	收到	shōudào	Ph	to receive	[sound:dangdai-B1L11-II-14.mp3]		
B1L11-II-15	不好意思	不好意思	bùhǎo yìsi	Ph	sorry	[sound:dangdai-B1L11-II-15.mp3]		
B1L11-II-16	沒關係	没关系	méi guānxi	Ph	Not a problem	[sound:dangdai-B1L11-II-16.mp3]		
B1L11-II-17	有線電視	有线电视	yǒuxiàn diànshì	Ph	cable TV	[sound:dangdai-B1L11-II-17.mp3]		
B1L12-I-01	計畫	计划	jìhuà	V	to plan to	[sound:dangdai-B1L12-I-01.mp3]		
B1L12-I-02	年	年	nián	M	measure word for year	[sound:dangdai-B1L12-I-02.mp3]		
B1L12-I-03	久	久	jiǔ	Vs	long (time)	[sound:dangdai-B1L12-I-03.mp3]		
B1L12-I-04	時間	时间	shíjiān	N	time	[sound:dangdai-B1L12-I-04.mp3]		
B1L12-I-05	先	先	xiān	Adv	first	[sound:dangdai-B1L12-I-05.mp3]		
B1L12-I-06	念	念	niàn	V	to study	[sound:dangdai-B1L12-I-06.mp3]		
B1L12-I-07	大學	大学	dàxué	N	university	[sound:dangdai-B1L12-I-07.mp3]		
B1L12-I-08	需要	需要	xūyào	Vst	to need	[sound:dangdai-B1L12-I-08.mp3]		
B1L12-I-09	花	花	huā	V	to spend (time or money)	[sound:dangdai-B1L12-I-09.mp3]		
B1L12-I-10	獎學金	奖学金	jiǎngxuéjīn	N	scholarship	[sound:dangdai-B1L12-I-10.mp3]		
B1L12-I-11	成績	成绩	chéngjī	N	grades	[sound:dangdai-B1L12-I-11.mp3]		
B1L12-I-12	學費	学费	xuéfèi	N	tuition	[sound:dangdai-B1L12-I-12.mp3]		
B1L12-I-13	公司	公司	gōngsī	N	company	[sound:dangdai-B1L12-I-13.mp3]		
B1L12-I-14	替	替	tì	Prep	for, on behalf of	[sound:dangdai-B1L12-I-14.mp3]		
B1L12-I-15	希望	希望	xīwàng	Vst	to hope	[sound:dangdai-B1L12-I-15.mp3]		
B1L12-I-16	以後	以后	yǐhòu	N	in the future	[sound:dangdai-B1L12-I-16.mp3]		
B1L12-I-17	到	到	dào	V	to go/come to	[sound:dangdai-B1L12-I-17.mp3]		
B1L12-I-18	上班	上班	shàngbān	V-sep	to go to work	[sound:dangdai-B1L12-I-18.mp3]		
B1L12-I-19	念書	念书	niànshū	V-sep	to study	[sound:dangdai-B1L12-I-19.mp3]		
B1L12-I-20	累	累	lèi	Vs	tired	[sound:dangdai-B1L12-I-20.mp3]		
B1L12-I-21	語言中心	语言中心	yǔyán zhōngxīn	Ph	language center	[sound:dangdai-B1L12-I-21.mp3]		
B1L12-I-22	加油	加油	jiāyóu	Ph	keep up the good work	[sound:dangdai-B1L12-I-22.mp3]		
B1L12-II-01	工作	工作	gōngzuò	Vi	to work	[sound:dangdai-B1L12-II-01.mp3]		
B1L12-II-02	去年	去年	qùnián	N	last year	[sound:dangdai-B1L12-II-02.mp3]		
B1L12-II-03	做	做	zuò	V	to do, to engage in	[sound:dangdai-B1L12-II-03.mp3]		
B1L12-II-04	生意	生意	shēngyì	N	business	[sound:dangdai-B1L12-II-04.mp3]		
B1L12-II-05	以後	以后	yǐhòu	N	afterwards	[sound:dangdai-B1L12-II-05.mp3]		
B1L12-II-06	好	好	hǎo	Vs	easy to	[sound:dangdai-B1L12-II-06.mp3]		
B1L12-II-07	找	找	zhǎo	V	to look for	[sound:dangdai-B1L12-II-07.mp3]		
B1L12-II-08	工作	工作	gōngzuò	N	job, work	[sound:dangdai-B1L12-II-08.mp3]		
B1L12-II-09	這樣	这样	zhèyàng	N	this kind (of)	[sound:dangdai-B1L12-II-09.mp3]		
B1L12-II-10	國家	国家	guójiā	N	country	[sound:dangdai-B1L12-II-10.mp3]		
B1L12-II-11	試	试	shì	Vi	to try	[sound:dangdai-B1L12-II-11.mp3]		
B1L12-II-12	難	难	nán	Vs	hard to, difficult to	[sound:dangdai-B1L12-II-12.mp3]		
B1L12-II-13	那麼	那么	nàme	Ptc	then	[sound:dangdai-B1L12-II-13.mp3]		
B1L12-II-14	再	再	zài	Adv	again	[sound:dangdai-B1L12-II-14.mp3]		
B1L12-II-15	試試看	试试看	shìshìkàn	Ph	to give it a try, to try and see what happens	[sound:dangdai-B1L12-II-15.mp3]		
B1L13-I-01	生日	生日	shēngrì	N	birthday	[sound:dangdai-B1L13-I-01.mp3]		
B1L13-I-02	快樂	快乐	kuàilè	Vs	happy	[sound:dangdai-B1L13-I-02.mp3]		
B1L13-I-03	回來	回来	huílái	Vi	to come back	[sound:dangdai-B1L13-I-03.mp3]		
B1L13-I-04	啊	啊	a	Ptc	a particle indicating a realization	[sound:dangdai-B1L13-I-04.mp3]		
B1L13-I-05	怎麼	怎么	zěnme	Adv	How come?	[sound:dangdai-B1L13-I-05.mp3]		
B1L13-I-06	忘（了）	忘（了）	wàngle	Vpt	to forget	[sound:dangdai-B1L13-I-06.mp3]	忘了 [wàngle] / 忘 [wàng]	
B1L13-I-07	記得	记得	jìde	Vst	to remember	[sound:dangdai-B1L13-I-07.mp3]		
B1L13-I-08	當然	当然	dāngrán	Adv	certainly, of course	[sound:dangdai-B1L13-I-08.mp3]		
B1L13-I-09	語言	语言	yǔyán	N	language	[sound:dangdai-B1L13-I-09.mp3]		
B1L13-I-10	交換	交换	jiāohuàn	V	to exchange	[sound:dangdai-B1L13-I-10.mp3]		
B1L13-I-11	那麼	那么	nàme	Adv	so (very)	[sound:dangdai-B1L13-I-11.mp3]		
B1L13-I-12	熱心	热心	rèxīn	Vs	with enthusiasm	[sound:dangdai-B1L13-I-12.mp3]		
B1L13-I-13	西班牙文	西班牙文	Xībānyá wén	N	the Spanish language	[sound:dangdai-B1L13-I-13.mp3]		
B1L13-I-14	一樣	一样	yíyàng	Vs	the same, alike	[sound:dangdai-B1L13-I-14.mp3]		
B1L13-I-15	過	过	guò	V	to celebrate	[sound:dangdai-B1L13-I-15.mp3]		
B1L13-I-16	左右	左右	zuǒyòu	N	approximately	[sound:dangdai-B1L13-I-16.mp3]		
B1L13-I-17	門口	门口	ménkǒu	N	gate, entrance	[sound:dangdai-B1L13-I-17.mp3]		
B1L13-I-18	西班牙	西班牙	Xībānyá		Spain	[sound:dangdai-B1L13-I-18.mp3]		Name
B1L13-I-19	生日快樂	生日快乐	shēngrì kuàilè	Ph	Happy Birthday.	[sound:dangdai-B1L13-I-19.mp3]		
B1L13-I-20	我就是	我就是	wǒ jiù shì	Ph	(said of self on the phone) This is s/he speaking.	[sound:dangdai-B1L13-I-20.mp3]		
B1L13-I-21	好久不見	好久不见	hǎojiǔ bújiàn	Ph	long time no see	[sound:dangdai-B1L13-I-21.mp3]		
B1L13-I-22	不必客氣	不必客气	búbì kèqì	Ph	No need to stand on formalities, i.e., It's my pleasure.	[sound:dangdai-B1L13-I-22.mp3]		
B1L13-I-23	太客氣	太客气	tài kèqì	Ph	That's very kind of you.	[sound:dangdai-B1L13-I-23.mp3]		
B1L13-II-01	禮物	礼物	lǐwù	N	gift, present	[sound:dangdai-B1L13-II-01.mp3]		
B1L13-II-02	今年	今年	jīnnián	N	this year	[sound:dangdai-B1L13-II-02.mp3]		
B1L13-II-03	訂	订	dìng	V	to order (something in advance)	[sound:dangdai-B1L13-II-03.mp3]		
B1L13-II-04	了	了	le	Ptc	verbal particle indicating a completed action	[sound:dangdai-B1L13-II-04.mp3]		
B1L13-II-05	豬腳	猪脚	zhūjiǎo	N	pork knuckles	[sound:dangdai-B1L13-II-05.mp3]		
B1L13-II-06	麵線	面线	miànxiàn	N	extra fine noodles	[sound:dangdai-B1L13-II-06.mp3]		
B1L13-II-07	蛋	蛋	dàn	N	egg	[sound:dangdai-B1L13-II-07.mp3]		
B1L13-II-08	一點	一点	yìdiǎn	Vs	a little, some	[sound:dangdai-B1L13-II-08.mp3]		
B1L13-II-09	傳統	传统	chuántǒng	N	tradition, customs	[sound:dangdai-B1L13-II-09.mp3]		
B1L13-II-10	年輕	年轻	niánqīng	Vs	young	[sound:dangdai-B1L13-II-10.mp3]		
B1L13-II-11	蛋糕	蛋糕	dàngāo	N	cake	[sound:dangdai-B1L13-II-11.mp3]		
B1L13-II-12	對	对	duì	Prep	to	[sound:dangdai-B1L13-II-12.mp3]		
B1L13-II-13	祝	祝	zhù	V	to wish (somebody happiness, good luck, etc.)	[sound:dangdai-B1L13-II-13.mp3]		
B1L13-II-14	哪裡，哪裡	哪里，哪里	Nǎlǐ, nǎlǐ	Ph	Don't mention it. It's my pleasure.	[sound:dangdai-B1L13-II-14.mp3]		
B1L13-II-15	大部分	大部分	dà bùfèn	Ph	most (of), mostly	[sound:dangdai-B1L13-II-15.mp3]		
B1L13-II-16	萬事如意	万事如意	wànshì rúyì	Ph	May everything go your way.	[sound:dangdai-B1L13-II-16.mp3]		
B1L13-II-17	心想事成	心想事成	xīnxiǎng shìchéng	Ph	May all your wishes come true.	[sound:dangdai-B1L13-II-17.mp3]		
B1L14-I-01	天氣	天气	tiānqì	N	weather	[sound:dangdai-B1L14-I-01.mp3]		
B1L14-I-02	冷	冷	lěng	Vs	cold	[sound:dangdai-B1L14-I-02.mp3]		
B1L14-I-03	風	风	fēng	N	wind	[sound:dangdai-B1L14-I-03.mp3]		
B1L14-I-04	滑雪	滑雪	huáxuě	V-sep	to ski	[sound:dangdai-B1L14-I-04.mp3]		
B1L14-I-05	春天	春天	chūntiān	N	spring (season)	[sound:dangdai-B1L14-I-05.mp3]		
B1L14-I-06	想	想	xiǎng	Vst	to miss (someone)	[sound:dangdai-B1L14-I-06.mp3]		
B1L14-I-07	新年	新年	xīnnián	N	New Year	[sound:dangdai-B1L14-I-07.mp3]		
B1L14-I-08	快	快	kuài	Adv	soon	[sound:dangdai-B1L14-I-08.mp3]		
B1L14-I-09	父母	父母	fùmǔ	N	parents	[sound:dangdai-B1L14-I-09.mp3]		
B1L14-I-10	冬天	冬天	dōngtiān	N	winter (season)	[sound:dangdai-B1L14-I-10.mp3]		
B1L14-I-11	明年	明年	míngnián	N	next year	[sound:dangdai-B1L14-I-11.mp3]		
B1L14-I-12	秋天	秋天	qiūtiān	N	autumn (season)	[sound:dangdai-B1L14-I-12.mp3]		
B1L14-I-13	紅葉	红叶	hóngyè	N	red maple leaves	[sound:dangdai-B1L14-I-13.mp3]		
B1L14-I-14	只	只	zhǐ	Adv	only, merely	[sound:dangdai-B1L14-I-14.mp3]		
B1L14-I-15	玉山	玉山	Yùshān		Yu Shan (Mount Jade), tallest mountain in central Taiwan	[sound:dangdai-B1L14-I-15.mp3]		Name
B1L14-I-16	紐約	纽约	Niǔyuē		New York	[sound:dangdai-B1L14-I-16.mp3]		Name
B1L14-I-17	下雪	下雪	xiàxuě	Ph	to snow	[sound:dangdai-B1L14-I-17.mp3]		
B1L14-I-18	十二月底	十二月底	shí'èryuè dǐ	Ph	the end of December	[sound:dangdai-B1L14-I-18.mp3]		
B1L14-II-01	雨	雨	yǔ	N	rain	[sound:dangdai-B1L14-II-01.mp3]		
B1L14-II-02	傘	伞	sǎn	N	umbrella	[sound:dangdai-B1L14-II-02.mp3]		
B1L14-II-03	颱風	台风	táifēng	N	typhoon	[sound:dangdai-B1L14-II-03.mp3]		
B1L14-II-04	要	要	yào	Adv	will, going to	[sound:dangdai-B1L14-II-04.mp3]		
